Employee Name,Employee ID,Applicant Source,Status,CV Submission Date,CV Review,HR Interview Date,HR Interview,Hiring  Date,Manager Interview,Gender,Department,Job Type,Exit Date,Exit Type,Exit Reason,Years of Experience,Salary,Bonus,Last Performance Rating,Promotion Date,Training Hours Completed,Satisfaction Score,Engagement Score,Number of  Leaves
Joseph Mccall,5ab0994f,Internal,Hired,29-01-2020,Passed,25-03-2022,Failed,29-02-2020,Failed,Other,Marketing,Contract,30-05-2020,Involuntary,Termination,15,108372,14510,5,,125,3,3,11
Robert Doyle,0370a793,Internal,Hired,19-07-2021,Passed,24-01-2023,Failed,13-01-2023,Passed,Other,Finance,Contract,,Voluntary,Termination,22,133832,12349,1,,115,9,10,12
Tricia Wagner,e042c3d4,Internal,New hire,10-10-2022,Passed,10-12-2021,Passed,29-01-2024,Failed,Female,HR,Contract,,Involuntary,Other,13,70031,18362,1,,14,9,5,3
Andrea Smith,1c76a005,Internal,Hired,20-01-2024,Passed,12-06-2021,Passed,28-12-2020,Failed,Male,IT,Contract,20-10-2022,Voluntary,Layoff,16,53031,9318,1,05-09-2020,38,6,6,4
Peter Sullivan,5f96aeb3,Agency,Hired,05-10-2020,Passed,21-07-2024,Failed,06-05-2020,Failed,Female,HR,Part-time,20-10-2022,Voluntary,Personal Reasons,26,131100,17135,4,22-02-2023,154,1,1,9
Albert Thomas,3122feed,Agency,Hired,02-02-2021,Failed,18-05-2021,Failed,26-10-2021,Failed,Male,IT,Full-time,,Involuntary,Other,29,97162,19837,1,,113,9,5,7
Samantha Moreno,bd008341,Internal,New hire,11-02-2023,Passed,03-09-2022,Passed,11-02-2021,Passed,Other,Operations,Contract,,,Retirement,16,128360,9114,5,,127,5,10,4
James Young,2848bf98,Internal,New hire,09-10-2021,Failed,25-03-2021,Failed,25-12-2022,Passed,Female,Operations,Part-time,15-07-2024,Voluntary,Layoff,29,135157,16490,1,,31,8,10,14
Christopher Moran,9cd72926,Agency,Hired,06-02-2024,Passed,07-06-2022,Passed,24-05-2020,Passed,Other,IT,Full-time,11-09-2022,Involuntary,,18,139267,7140,5,,199,3,4,5
Edward Adams,487fc948,Agency,Hired,13-04-2023,Failed,06-02-2022,Failed,23-01-2021,Passed,Female,IT,Part-time,09-04-2024,Voluntary,Termination,15,114236,17253,5,,185,8,1,8
Laurie Thomas,b1d69d46,Online Application,Hired,06-03-2024,Passed,22-12-2022,Failed,13-08-2020,Passed,Male,Sales,Contract,20-10-2022,Voluntary,Layoff,18,41872,13176,3,01-06-2021,111,9,4,6
Scott Johnson,f806712d,Internal,Hired,08-08-2020,Passed,16-02-2021,Failed,19-09-2023,Passed,Other,Marketing,Full-time,,Voluntary,Personal Reasons,7,113600,15917,4,,112,4,5,0
John Riley,d7a88b33,Internal,New hire,11-08-2021,Passed,26-04-2023,Failed,16-02-2023,Failed,Female,HR,Full-time,02-07-2024,,Personal Reasons,25,89106,16446,4,,44,5,3,15
Virginia Hanson,e520b09d,Online Application,Hired,26-06-2022,Passed,07-05-2023,Passed,24-02-2020,Passed,Female,IT,Full-time,12-05-2020,Involuntary,Retirement,13,142584,7328,2,,176,9,8,2
Crystal Rodriguez,d896b1f7,Agency,Hired,09-10-2021,Failed,28-11-2022,Passed,20-03-2020,Failed,Other,Marketing,Contract,,Voluntary,Personal Reasons,12,77881,9574,2,,151,9,6,8
Amy Robinson,b453d2ea,Online Application,Hired,16-09-2022,Failed,23-06-2023,Passed,18-12-2020,Passed,Female,HR,Part-time,,,Termination,6,101507,2899,1,,189,9,8,6
Zachary Richmond,22c8e438,Internal,Hired,30-03-2021,Passed,25-02-2021,Failed,18-06-2021,Passed,Female,Finance,Contract,27-08-2024,Involuntary,Other,22,129675,15250,4,,100,9,7,10
Deborah Robbins,503b7860,Online Application,New hire,04-02-2024,Passed,07-10-2020,Passed,13-12-2020,Failed,Other,HR,Part-time,,Voluntary,Termination,24,127240,1253,3,24-07-2024,160,6,10,1
Linda Fry,9d597b1a,Internal,Hired,21-05-2020,Failed,04-07-2022,Failed,28-10-2020,Passed,Male,Sales,Contract,03-01-2020,Voluntary,Layoff,30,99327,8820,2,,84,8,10,9
Jessica Bush,402c6afa,Internal,New hire,15-04-2021,Failed,22-02-2020,Passed,23-08-2020,Passed,Female,Operations,Part-time,23-11-2021,Voluntary,Layoff,2,142511,3184,2,21-08-2024,89,1,9,13
Angel Fletcher,ef5a7a73,Agency,Hired,02-10-2023,Failed,14-05-2022,Failed,29-11-2022,Passed,Other,Sales,Contract,03-01-2020,Involuntary,Retirement,17,140874,5538,4,,115,2,9,8
Olivia Washington,66a0f205,Agency,Hired,17-07-2022,Failed,07-08-2020,Failed,09-07-2022,Failed,Female,Operations,Contract,11-05-2020,Voluntary,Layoff,13,109959,6071,5,,117,9,4,4
Daniel Rhodes,54ce9933,Internal,New hire,11-01-2022,Failed,22-10-2023,Failed,04-12-2022,Failed,Other,IT,Full-time,08-02-2023,Involuntary,Termination,5,77161,4965,3,,168,2,2,3
David Richard,0cab4e01,Online Application,New hire,19-02-2020,Failed,17-09-2021,Passed,26-07-2023,Failed,Female,HR,Full-time,,Involuntary,Layoff,30,70819,15537,5,,101,10,6,11
Amy Powell,82d93420,Agency,Hired,21-01-2024,Failed,01-06-2024,Passed,29-07-2022,Failed,Male,HR,Part-time,,Involuntary,Personal Reasons,4,112825,19861,3,,174,10,3,15
Danielle Moreno,1a489a53,Online Application,Hired,26-04-2021,Passed,04-04-2023,Passed,29-04-2024,Passed,Other,HR,Part-time,13-04-2022,,,26,86092,2339,3,,107,2,8,7
Debra Ross,d82bffdf,Internal,Hired,25-05-2020,Failed,07-06-2020,Passed,21-06-2020,Passed,Other,IT,Part-time,,Voluntary,,18,83837,17002,3,,198,8,2,6
Amanda Gordon,8bfef535,Internal,Hired,02-12-2022,Passed,27-10-2021,Passed,14-04-2020,Failed,Other,HR,Contract,,,Personal Reasons,19,123905,5569,3,,196,7,2,5
Antonio Greer,f099d34d,Internal,New hire,06-02-2021,Failed,15-09-2023,Failed,20-02-2024,Passed,Other,Finance,Contract,,Voluntary,Personal Reasons,1,65810,12446,1,,173,1,5,1
Anna Williams,3dd7c2bf,Online Application,New hire,21-03-2022,Passed,02-10-2022,Passed,17-11-2020,Failed,Other,HR,Part-time,,Involuntary,Personal Reasons,18,130593,10631,1,16-11-2022,20,5,5,11
Russell Miller,814462d5,Online Application,Hired,22-01-2023,Passed,17-09-2021,Failed,11-12-2023,Failed,Other,HR,Full-time,,,,4,104394,10408,5,,187,8,5,0
Charlotte Miller,93e497a6,Internal,Hired,22-08-2023,Passed,04-02-2020,Failed,15-04-2023,Passed,Male,HR,Contract,,Voluntary,,6,82043,16522,4,,70,9,5,9
Andrew Williams,610ae907,Agency,Hired,14-06-2023,Failed,07-12-2021,Passed,01-12-2023,Failed,Male,Finance,Contract,,Involuntary,,30,115178,14527,3,,135,4,5,10
Robert Mccoy,625cdcc0,Agency,New hire,15-11-2021,Failed,06-02-2020,Passed,14-12-2020,Failed,Male,Finance,Part-time,,,Termination,29,98378,3394,2,,47,4,5,10
Sharon Morris,1fc6e2fc,Internal,Hired,13-10-2021,Failed,11-07-2022,Failed,08-06-2022,Failed,Male,IT,Part-time,,,Personal Reasons,1,119316,4169,3,29-03-2020,180,2,9,13
Daniel Henderson,9fd5ff66,Agency,Hired,16-08-2022,Failed,04-01-2024,Failed,18-05-2020,Passed,Female,Marketing,Full-time,18-08-2024,Voluntary,Layoff,15,147438,7661,4,,77,6,4,5
Stacy Reid,465e5deb,Agency,Hired,19-11-2021,Failed,30-06-2021,Failed,28-09-2022,Failed,Female,Marketing,Part-time,21-03-2024,Involuntary,Termination,25,134165,8098,5,05-11-2020,105,5,2,12
Heather Reeves,23290a0d,Internal,Hired,11-08-2021,Passed,30-08-2020,Passed,10-04-2022,Passed,Female,HR,Full-time,25-03-2023,Involuntary,,23,115908,14990,1,21-06-2020,77,8,2,6
Denise Warren,7d3647b0,Online Application,Hired,30-01-2021,Passed,04-03-2024,Passed,25-12-2021,Failed,Male,IT,Contract,,Voluntary,Retirement,26,72540,11225,2,,28,7,7,9
Leonard Fields,5abecb84,Online Application,Hired,14-07-2022,Failed,21-10-2023,Failed,17-01-2023,Failed,Other,HR,Contract,,Involuntary,Personal Reasons,21,135370,9296,3,30-05-2022,105,9,8,1
Patrick Cooley,d69ff330,Agency,Hired,21-02-2022,Failed,11-04-2020,Passed,04-01-2020,Passed,Female,IT,Full-time,19-04-2022,Involuntary,Other,17,90936,1418,5,,88,6,6,15
Johnny Hayes,50777885,Agency,New hire,22-02-2024,Passed,01-02-2024,Passed,16-05-2021,Passed,Other,Marketing,Contract,,,Other,10,66814,8833,5,,137,2,8,8
Cody Peterson,a9434a1d,Online Application,Hired,19-10-2020,Passed,28-08-2024,Passed,18-03-2020,Passed,Female,Operations,Part-time,12-01-2022,Involuntary,Termination,1,45253,6237,5,,170,4,5,11
Andrew Miller,29e6855e,Internal,Hired,25-06-2024,Failed,06-05-2023,Passed,07-11-2021,Passed,Other,HR,Full-time,,Voluntary,Layoff,3,133944,6481,3,06-10-2021,12,3,1,5
Jennifer Pineda,93309ae3,Agency,Hired,28-06-2024,Failed,11-08-2020,Passed,11-05-2024,Passed,Male,IT,Full-time,,Voluntary,Layoff,30,83695,1486,4,,9,6,6,9
Jasmine Perez,1f1c4ad0,Agency,New hire,16-11-2022,Failed,08-06-2023,Passed,10-10-2023,Passed,Female,IT,Full-time,,Voluntary,Retirement,1,94418,15792,1,,160,8,2,14
Cheryl Brown,6a755aea,Internal,Hired,23-11-2022,Failed,05-02-2022,Passed,15-11-2023,Failed,Other,Sales,Full-time,,Involuntary,Retirement,23,95397,2908,3,16-12-2020,185,3,3,7
Breanna Russell,d96f3237,Online Application,Hired,02-03-2020,Failed,06-11-2023,Failed,30-08-2022,Failed,Male,Sales,Full-time,,Voluntary,Retirement,8,62675,8298,4,,60,3,6,0
Summer Johnson,10babe2d,Internal,Hired,06-01-2022,Passed,16-01-2020,Passed,12-04-2024,Passed,Female,Marketing,Contract,,Involuntary,Retirement,28,135123,11006,1,,152,1,8,4
Sandra Abbott,42c09997,Agency,Hired,10-07-2020,Failed,21-07-2020,Passed,06-05-2022,Passed,Male,Operations,Part-time,27-06-2022,,Personal Reasons,30,85970,13714,4,21-12-2023,196,3,7,10
David Lopez,22ea8373,Online Application,Hired,04-06-2021,Passed,31-07-2023,Failed,24-04-2022,Passed,Male,HR,Contract,12-06-2024,Involuntary,Personal Reasons,30,118944,3915,4,,168,6,3,6
Leah Williams,0c413886,Internal,Hired,02-03-2020,Failed,20-08-2021,Failed,15-04-2021,Passed,Other,Sales,Part-time,,Involuntary,Personal Reasons,15,113058,10477,5,,132,9,9,3
John Torres,bb098224,Internal,New hire,06-05-2024,Failed,17-10-2021,Failed,18-12-2020,Failed,Female,Finance,Full-time,,Involuntary,Retirement,18,129257,17842,5,,167,9,1,13
Julia Carter,bce47700,Internal,Hired,15-07-2023,Failed,10-01-2022,Failed,12-07-2021,Failed,Male,Sales,Full-time,03-04-2022,Voluntary,Termination,5,108154,4179,2,,159,2,4,7
Jason Mitchell,009b53a1,Internal,Hired,18-04-2022,Passed,24-04-2023,Failed,22-09-2020,Failed,Female,Marketing,Contract,,,Other,19,128621,6232,1,,30,1,5,2
Diana Choi,e49b01db,Agency,Hired,27-04-2020,Passed,11-10-2021,Failed,16-07-2022,Passed,Male,Operations,Full-time,12-11-2022,Voluntary,Other,17,68915,18158,3,27-07-2020,181,9,2,14
Dana Simmons,5712f621,Internal,Hired,27-08-2023,Failed,11-11-2022,Failed,08-05-2022,Passed,Male,Marketing,Full-time,,Involuntary,,4,138540,13674,5,,155,5,6,0
Bruce Moran,241f8306,Agency,Hired,02-10-2022,Failed,06-01-2021,Failed,30-05-2021,Failed,Female,Marketing,Full-time,28-06-2020,,Termination,4,106803,15769,4,,46,3,5,14
Hannah Larsen,786cfd5e,Agency,Hired,13-08-2021,Failed,26-11-2022,Failed,20-08-2020,Failed,Male,Sales,Full-time,,Involuntary,Other,9,55570,4337,4,,136,8,2,9
Bobby Monroe,93d95d54,Agency,New hire,25-11-2020,Passed,19-05-2023,Passed,03-08-2023,Failed,Male,Marketing,Contract,11-11-2022,,Retirement,28,147028,13332,1,,180,1,10,10
Robert Maldonado,3ee8aaf9,Online Application,Hired,31-01-2022,Failed,22-07-2023,Failed,05-05-2022,Failed,Female,IT,Part-time,,Voluntary,Other,12,110287,6566,1,13-03-2021,79,10,6,6
April Cox,594728c6,Agency,Hired,18-05-2024,Failed,07-07-2021,Failed,21-10-2020,Failed,Female,IT,Full-time,,,Retirement,26,94472,3519,3,14-09-2022,192,1,3,4
Ryan Rowland,6e8a6294,Internal,New hire,30-11-2022,Passed,03-05-2024,Passed,01-05-2024,Failed,Female,Operations,Full-time,,Involuntary,Personal Reasons,29,134713,17763,3,,196,8,1,2
Brian Bray,3ecf047e,Online Application,Hired,16-08-2023,Passed,20-08-2021,Failed,22-05-2022,Passed,Female,HR,Part-time,,Voluntary,Other,11,84801,12591,3,,180,2,9,14
Alison Johnson,9d6e58eb,Internal,Hired,11-08-2023,Passed,08-04-2023,Failed,03-07-2020,Failed,Other,Finance,Part-time,25-03-2023,,Other,1,71497,9360,5,,147,4,4,5
Brandon Smith,e6e1f3d4,Agency,New hire,26-01-2022,Failed,01-03-2020,Passed,23-07-2023,Failed,Other,HR,Part-time,,Voluntary,,13,135315,11677,2,,166,2,2,2
Randy Taylor,c0c7caa0,Agency,Hired,19-03-2024,Passed,26-10-2023,Passed,24-12-2020,Passed,Male,HR,Part-time,19-06-2021,Voluntary,Retirement,11,45330,6174,1,13-04-2022,9,5,10,8
Jared Fields,6a191950,Internal,New hire,16-01-2024,Failed,13-07-2022,Passed,03-05-2021,Passed,Other,Marketing,Contract,,Voluntary,Other,2,101450,17340,2,,138,5,6,13
Alex Hill,0ea7e233,Online Application,Hired,29-05-2024,Passed,25-01-2024,Failed,24-05-2024,Passed,Female,IT,Contract,,Voluntary,Personal Reasons,20,54031,4239,5,11-07-2022,97,8,6,4
Chris Dyer,43c98d21,Internal,Hired,04-02-2022,Passed,18-01-2020,Passed,08-12-2020,Passed,Male,Operations,Part-time,,Voluntary,Personal Reasons,10,114468,15970,4,,166,9,2,13
Justin Atkins,772e72f9,Agency,New hire,12-07-2022,Passed,23-01-2024,Failed,24-03-2024,Passed,Female,HR,Full-time,11-11-2020,Involuntary,,8,105357,7987,3,,140,3,6,12
Christopher Alexander,f021dd79,Internal,New hire,23-04-2024,Failed,09-09-2022,Passed,22-06-2022,Passed,Male,HR,Contract,27-07-2022,,Retirement,10,75269,2190,2,,181,6,1,12
Leslie Mitchell,4b0e55a7,Agency,New hire,09-02-2022,Passed,30-10-2020,Failed,01-09-2024,Failed,Female,Sales,Part-time,20-04-2024,,Personal Reasons,26,90242,9095,5,09-12-2021,173,8,7,4
David Anderson,49dbab5a,Internal,Hired,01-03-2023,Failed,30-04-2022,Passed,20-04-2024,Failed,Male,Operations,Full-time,,Involuntary,Personal Reasons,11,89111,6204,3,,47,9,7,0
James Gutierrez,2ed520ba,Online Application,Hired,20-07-2020,Passed,22-10-2023,Passed,04-05-2020,Failed,Female,Finance,Part-time,,,Retirement,28,119842,6191,1,,16,8,2,14
Rachael Pratt,8a132206,Agency,New hire,19-06-2021,Failed,17-10-2021,Passed,12-09-2023,Passed,Other,HR,Part-time,,,Other,21,88297,18775,2,,138,4,8,8
Bryan Price,d3e73435,Internal,New hire,05-12-2021,Passed,13-04-2020,Passed,03-09-2022,Failed,Male,Marketing,Contract,,Involuntary,Personal Reasons,8,89193,11756,4,,185,7,9,12
Adam Bray,93f428e2,Agency,New hire,24-11-2021,Passed,17-02-2020,Passed,02-01-2024,Failed,Female,Sales,Part-time,19-06-2024,Involuntary,Other,5,73612,12635,5,,8,4,5,1
Richard Burns,e4ff0a95,Agency,Hired,29-07-2022,Failed,08-02-2023,Passed,06-07-2020,Passed,Other,Marketing,Contract,,Involuntary,Personal Reasons,13,81588,3006,5,12-09-2020,150,2,5,14
Kelly Thompson,3414c55d,Internal,New hire,27-07-2023,Failed,26-09-2022,Passed,07-07-2020,Passed,Female,Marketing,Full-time,24-06-2022,Involuntary,Personal Reasons,14,104842,9327,1,18-07-2022,43,9,4,9
Abigail Wiley,aaab8052,Agency,Hired,24-01-2021,Passed,01-09-2023,Passed,22-01-2022,Failed,Male,Finance,Contract,21-09-2021,Voluntary,Personal Reasons,14,62367,16475,4,17-01-2022,55,7,1,14
Victor Rivera,641ad68a,Agency,Hired,21-04-2023,Failed,22-06-2020,Passed,01-06-2020,Failed,Other,HR,Contract,,Voluntary,Personal Reasons,3,114318,5576,1,,28,2,2,1
Paul Turner,70a00ebe,Online Application,Hired,08-04-2024,Passed,17-11-2023,Failed,03-05-2022,Passed,Other,HR,Contract,,,Personal Reasons,15,129842,19471,4,31-05-2023,154,8,2,2
Ashley Haynes,f45a2ad4,Online Application,Hired,14-02-2023,Failed,12-11-2020,Passed,04-03-2023,Failed,Other,Operations,Full-time,,Voluntary,Layoff,30,79425,9370,4,08-11-2020,105,7,1,0
Amanda Aguirre,8568ad49,Internal,New hire,22-04-2024,Failed,08-06-2021,Failed,23-06-2023,Passed,Female,Operations,Full-time,,Involuntary,,7,116187,6614,5,01-04-2023,165,4,1,12
Timothy Lewis,3ad4986d,Online Application,New hire,04-01-2022,Failed,17-10-2022,Passed,31-12-2020,Passed,Female,HR,Contract,01-02-2024,Involuntary,,19,73987,8536,2,,154,5,7,10
Lisa Hoover,13c9572b,Internal,Hired,01-03-2020,Passed,01-01-2024,Passed,28-02-2020,Passed,Female,Sales,Contract,01-12-2023,Voluntary,Personal Reasons,6,95884,13252,2,04-02-2022,95,1,7,8
Anthony Ho,e0d377f2,Internal,New hire,23-09-2022,Failed,01-05-2024,Passed,09-11-2023,Passed,Male,IT,Part-time,,Involuntary,Retirement,26,76363,13926,4,,70,2,4,7
Carlos Anderson,e3fdab80,Internal,Hired,21-11-2021,Passed,18-12-2022,Passed,02-07-2023,Passed,Female,Marketing,Full-time,,Involuntary,Layoff,13,79899,19205,3,27-10-2021,200,9,4,2
Zachary Mcintyre,9ce14d5f,Internal,Hired,25-08-2024,Failed,17-08-2020,Failed,07-04-2023,Passed,Male,HR,Full-time,,Voluntary,Personal Reasons,17,110670,19986,4,,119,5,5,0
Jordan May,3be4c0b1,Internal,Hired,30-09-2022,Passed,27-11-2022,Failed,05-07-2021,Failed,Male,HR,Full-time,,Voluntary,Other,29,80062,9529,5,,101,6,3,1
April Bruce,5e8a91dd,Agency,New hire,03-06-2020,Failed,30-03-2022,Failed,01-03-2021,Failed,Other,Finance,Contract,,,Layoff,27,61546,19717,5,,134,6,3,9
Jerry Diaz,6761415a,Internal,Hired,19-09-2020,Failed,14-06-2020,Failed,24-07-2024,Passed,Other,Sales,Contract,16-09-2022,Involuntary,Termination,2,149812,5897,2,24-03-2024,56,2,2,9
Charles Baker,0921821f,Internal,Hired,10-01-2024,Failed,20-09-2023,Passed,07-07-2021,Failed,Other,Sales,Contract,,Voluntary,Retirement,28,54353,15340,2,,117,9,6,11
Julie Morris,dbc02185,Agency,New hire,30-08-2022,Failed,19-10-2020,Passed,09-03-2024,Passed,Male,Finance,Contract,16-09-2022,Voluntary,Termination,24,74878,18630,4,16-05-2022,169,4,3,13
Carly Pierce,703d2f72,Internal,Hired,12-08-2022,Failed,26-08-2024,Passed,12-11-2022,Passed,Female,Marketing,Contract,,,Other,9,87568,14205,5,,33,1,5,3
Craig Rodriguez,db5a393b,Internal,Hired,23-08-2020,Failed,07-11-2021,Failed,28-01-2023,Failed,Male,Operations,Contract,16-09-2022,Voluntary,Other,10,60995,16796,1,29-12-2020,185,3,9,8
Stephanie Thompson,3825a546,Agency,Hired,25-10-2020,Failed,27-05-2023,Failed,09-05-2021,Passed,Male,Marketing,Full-time,17-06-2020,Involuntary,Layoff,10,99152,16083,4,,144,5,7,12
Leslie Smith,1bf69f67,Online Application,Hired,10-11-2023,Passed,18-03-2021,Failed,28-12-2022,Passed,Male,Sales,Part-time,,Voluntary,Layoff,19,115349,8774,3,03-08-2020,16,8,5,0
Henry Miller,0bfcd17c,Online Application,Hired,15-02-2023,Failed,04-03-2021,Failed,07-07-2021,Failed,Male,HR,Full-time,29-03-2022,Involuntary,Layoff,7,149023,19914,5,,175,9,3,9
Crystal Johnson,660fa5ba,Agency,Hired,26-12-2022,Passed,20-08-2023,Passed,13-11-2022,Passed,Other,Marketing,Part-time,,,Layoff,7,136175,17244,1,,179,1,9,13
Derrick Whitehead,f619cfdd,Agency,Hired,30-01-2020,Passed,16-11-2020,Passed,12-10-2021,Passed,Male,Finance,Contract,,Voluntary,,3,130244,10337,2,28-04-2024,91,10,3,10
Allen Mckinney,93073c3a,Internal,Hired,21-08-2023,Failed,06-02-2020,Failed,19-05-2023,Failed,Male,HR,Part-time,,Involuntary,Termination,14,89121,10216,5,,120,9,10,7
Nicole Warner,2a82d9da,Online Application,Hired,19-02-2024,Passed,27-05-2021,Passed,14-04-2021,Passed,Other,Operations,Part-time,,Voluntary,Retirement,9,101526,15687,4,,30,4,4,1
Jennifer Smith,d49bb3be,Internal,Hired,02-11-2023,Passed,18-07-2022,Passed,25-09-2022,Failed,Male,Finance,Part-time,,Voluntary,Personal Reasons,26,94679,4189,5,21-05-2020,172,3,5,9
Richard Knight,330e8504,Agency,New hire,09-01-2023,Passed,01-07-2023,Failed,07-10-2023,Failed,Female,IT,Full-time,,,Termination,28,91130,4009,5,,37,8,4,9
Kelly Melendez,57ff1ff8,Online Application,New hire,25-10-2021,Failed,17-04-2021,Failed,01-03-2022,Failed,Male,HR,Contract,,Voluntary,Other,13,68822,14601,4,,86,8,9,15
Julie Walters,2a09a9c9,Internal,Hired,16-01-2023,Failed,28-05-2021,Passed,12-01-2023,Failed,Male,Finance,Contract,,Involuntary,Other,5,57531,6749,3,,76,2,4,13
Jessica Bautista,607dcc09,Online Application,Hired,23-06-2021,Passed,01-12-2023,Passed,09-07-2022,Passed,Other,Operations,Contract,,,Layoff,19,66632,2225,5,,117,8,2,0
Andrea Young,b843f34e,Agency,Hired,13-07-2020,Failed,05-08-2024,Failed,17-03-2022,Passed,Male,HR,Contract,,,Other,5,119791,12052,3,,120,9,5,14
Alexander Mcdonald,c713ad89,Agency,New hire,22-03-2021,Passed,12-08-2021,Failed,25-07-2022,Failed,Male,Sales,Contract,13-12-2021,Involuntary,,17,62370,8269,3,,14,7,5,15
Brandon Downs,cb609f44,Online Application,Hired,30-05-2020,Failed,24-02-2023,Passed,27-07-2020,Passed,Male,HR,Part-time,,Involuntary,Other,1,106880,17792,2,,67,4,3,6
Michael Reed,8e60e510,Internal,Hired,22-11-2022,Passed,11-05-2022,Failed,29-10-2022,Passed,Other,Sales,Part-time,,Voluntary,,2,137173,7247,2,,60,8,8,5
Paul Anderson,fe44debe,Internal,New hire,31-10-2022,Failed,06-03-2024,Failed,05-04-2020,Failed,Female,Sales,Part-time,,Voluntary,Other,27,111081,19864,4,,14,2,10,11
Bradley Mathews,233572d4,Internal,New hire,02-12-2021,Passed,24-03-2022,Passed,17-06-2021,Passed,Male,Operations,Part-time,14-03-2021,Voluntary,Retirement,17,60291,6524,3,15-10-2020,126,6,4,0
Gregory Roberts,8a5ccc1c,Agency,Hired,13-10-2021,Failed,30-07-2023,Passed,05-08-2021,Failed,Other,Finance,Full-time,14-03-2021,Voluntary,Other,16,42970,13268,1,27-11-2020,123,10,8,5
Bryan Oconnor,a79fef7b,Online Application,Hired,20-10-2022,Failed,26-06-2024,Passed,06-04-2020,Failed,Female,Sales,Part-time,,Involuntary,Retirement,13,116032,13347,1,,63,2,8,4
Stephen Woodward,25b36c04,Agency,Hired,13-02-2023,Failed,30-11-2021,Failed,25-02-2022,Passed,Female,HR,Full-time,14-03-2021,Voluntary,Other,11,87608,7772,4,16-08-2020,148,4,3,2
Heather Green,a3b6daeb,Agency,Hired,29-12-2022,Passed,01-04-2024,Failed,18-12-2023,Passed,Other,Operations,Part-time,,,Layoff,17,62499,11503,3,,115,5,3,12
Daniel Gonzalez,916dc55d,Agency,Hired,22-06-2020,Failed,29-05-2020,Failed,22-02-2021,Failed,Female,IT,Part-time,06-11-2023,,Termination,14,109513,11576,1,,191,9,10,6
Katie Henderson,2ba7a7cc,Online Application,Hired,12-12-2022,Failed,09-08-2023,Failed,25-07-2022,Passed,Other,Sales,Part-time,,Involuntary,Personal Reasons,10,120248,19556,2,19-01-2022,175,3,1,12
Tracy Cox,588f33e2,Online Application,New hire,19-09-2020,Failed,31-12-2022,Failed,16-02-2020,Passed,Female,HR,Part-time,21-12-2021,Involuntary,Termination,15,136790,19800,5,05-03-2023,136,6,6,4
Kari Perez,01d39226,Online Application,New hire,24-03-2020,Failed,08-10-2022,Failed,09-09-2023,Passed,Male,Operations,Contract,,Involuntary,Termination,15,69463,8159,2,03-05-2021,115,10,1,2
Dustin Bond DDS,11748f43,Internal,New hire,01-10-2020,Failed,29-11-2023,Passed,28-03-2020,Failed,Other,Finance,Contract,,,Termination,16,149193,5207,2,,35,4,2,11
Andrew Nelson,6e29a4bf,Online Application,Hired,19-05-2023,Passed,10-10-2022,Passed,12-10-2020,Passed,Male,Operations,Full-time,01-05-2021,,,29,74592,1606,2,,162,6,2,14
Dawn Gonzalez MD,297713f6,Online Application,New hire,04-09-2022,Passed,05-12-2022,Failed,27-02-2023,Passed,Other,Finance,Full-time,,Voluntary,,22,87769,15283,4,,166,10,9,0
Ashlee Peck,f2f7402e,Internal,New hire,02-12-2023,Passed,27-03-2021,Failed,17-01-2022,Passed,Other,IT,Contract,,Voluntary,Termination,15,92384,8253,5,,100,10,8,13
Ryan Martinez,560e6757,Internal,Hired,24-06-2023,Failed,14-04-2023,Passed,09-02-2024,Passed,Female,HR,Contract,,Involuntary,Personal Reasons,30,122898,3855,3,,63,3,1,14
Brianna Singh,0b5ed7c7,Agency,New hire,15-02-2020,Failed,08-07-2021,Passed,02-03-2021,Failed,Other,Sales,Full-time,,,,9,53798,9026,4,,194,9,3,5
Heather Roth,88828c6c,Online Application,Hired,30-01-2020,Failed,24-03-2021,Failed,05-10-2022,Passed,Female,Sales,Contract,16-01-2023,Involuntary,,15,138435,3455,1,,163,2,10,10
Randy Adkins,1ba07bbb,Internal,New hire,19-05-2020,Failed,19-11-2022,Failed,19-12-2023,Failed,Other,Finance,Contract,,Voluntary,Termination,20,140767,2464,1,19-02-2021,131,6,5,12
Daniel Hubbard,34a46cf5,Internal,New hire,04-09-2020,Passed,09-11-2023,Passed,16-04-2023,Passed,Male,Finance,Full-time,26-09-2022,Voluntary,Termination,17,109418,15379,5,01-06-2020,70,10,3,0
Cheryl Bruce,e0c1ce7f,Internal,Hired,25-06-2023,Failed,07-02-2024,Passed,13-04-2023,Passed,Male,HR,Full-time,04-05-2020,,Layoff,21,89291,16208,4,,8,4,2,15
Michael Johnson,a67b6a95,Agency,Hired,18-03-2021,Failed,16-03-2020,Failed,14-05-2023,Failed,Other,Finance,Contract,19-11-2023,Voluntary,Retirement,9,134484,16922,3,,75,10,4,7
Shelby Garcia,16e42178,Agency,Hired,18-01-2024,Passed,25-01-2024,Passed,03-06-2024,Passed,Female,Sales,Part-time,,Voluntary,Layoff,26,105818,7690,4,22-09-2022,129,9,9,4
Mckenzie Jones,7df38de4,Agency,Hired,19-07-2023,Failed,15-09-2023,Passed,25-11-2020,Failed,Other,IT,Full-time,08-03-2020,,Termination,15,118027,8613,1,,83,1,7,13
Gina Hall,d021c207,Agency,Hired,02-12-2020,Failed,21-05-2024,Failed,02-11-2023,Failed,Other,Marketing,Full-time,14-03-2020,Voluntary,Other,18,149884,6146,4,10-10-2021,80,7,10,6
